CompoundName,ModelID,EC50,LowerAsymptote,UpperAsymptote,Slope,MinimumDose,MaximumDose,DoseUnit
CIL55,ACH-000363,5.039424534998159,0.4894277242419802,0.8671009570370958,-22.58357735286582,3e-4,10,uM
CIL55,ACH-000367,9.92533904735576,0.891411454275854,1.0099999975876532,-6.770468518091456,3e-4,10,uM
CIL55,ACH-000368,0.004979489252791533,0.8822933555983803,1.0049342323846453,-16.92535713119527,3e-4,10,uM
CIL55,ACH-000372,8.942690709758537,0.008306860206279128,0.871376383268341,-8.157107837460861,3e-4,10,uM
CIL55,ACH-000374,32.45149313146418,0,0.9967946354727112,-1.009785165473689,3e-4,5,uM
CIL55,ACH-000376,0.0016570273076541102,0.9895474693467072,1.0099999991261306,-17.821868505686695,3e-4,10,uM
CIL55,ACH-000377,0.002160738891192067,0.9629310897550944,1.0099999962743873,-13.932809666696157,3e-4,10,uM
CIL55,ACH-000391,6.398540915140887,0,0.9539421327759195,-6.0834708739872685,3e-4,10,uM
CIL55,ACH-000392,7.219868269373376,2.1909610364728633e-6,1.01,-9.12851897219963,3e-4,10,uM
CIL55,ACH-000395,5.299898899438972,0.17027877692978696,0.9774154549664674,-18.15830151625871,3e-4,10,uM
CIL55,ACH-000406,10.398923619887762,0.45378920911561266,1.01,-18.54106272012709,3e-4,10,uM
CIL55,ACH-000409,10.186132941987436,0,0.9460243884619516,-4.382489253133007,3e-4,10,uM
CIL55,ACH-000411,60.790730730636305,0,1.01,-0.9848161409111884,3e-4,10,uM
CIL55,ACH-000418,0.005291716632789566,0.8527901724976932,1.0099999289162669,-17.734896316908262,3e-4,10,uM
CIL55,ACH-000419,3.845487379713995e-9,0.8170590735705544,0.8656870134933359,-1.2935412307122487,3e-4,10,uM
CIL55,ACH-000430,5.035256304059096,0,1.0080443860364792,-2.7497489334114484,3e-4,10,uM
CIL55,ACH-000435,16.199279605175178,0.17686400977787622,1.0099999999892415,-1.301395059018523,3e-4,10,uM
CIL55,ACH-000445,5.0217119446004475,0.1460264364369058,1.01,-11.06069581760744,3e-4,10,uM
CIL55,ACH-000447,11.834727491296599,1.7446528348664115e-4,0.9542380988829718,-4.022522388787437,3e-4,10,uM
CIL55,ACH-000450,6.466461338632882,0,0.9847625225003424,-6.397957969727487,3e-4,10,uM
CIL55,ACH-000451,5.403580386389063,0.5952229485681322,0.9301291415497556,-6.342252106511551,3e-4,10,uM
CIL55,ACH-000452,5.311722470675323,0.6200173020287703,1.009999999997387,-3.694531495667644,3e-4,10,uM
CIL55,ACH-000454,8.40251437251925,0.1545491757358701,1.0099999980607364,-11.894219078441637,3e-4,10,uM
CIL55,ACH-000456,5.460137387852286,0.6680050400441077,1.01,-13.110230884399082,3e-4,10,uM
CIL55,ACH-000459,0.005413610155086884,0.8196178214713943,0.9218073234877736,-18.993227848997293,3e-4,10,uM
CIL55,ACH-000460,9.642814447716917,0,1.01,-2.815546223971066,3e-4,10,uM
CIL55,ACH-000461,7.875000702671075,0.07779812437351358,1.0099999995756272,-8.364377079148692,3e-4,10,uM
CIL55,ACH-000463,4.077321447014495,0.8307376134043658,0.9903147284719276,-1.4098771754795916,3e-4,10,uM
CIL55,ACH-000464,7.469411046785476,3.4023101257370303e-6,1.0099994038662747,-9.598651617019868,3e-4,10,uM
CIL55,ACH-000471,0.00497048634524443,0.816207105639547,0.963662569877769,-16.866156480323717,3e-4,10,uM
CIL55,ACH-000479,9.566685633449092,0.696119008760118,1.009999999921854,-8.244910791202615,3e-4,10,uM
CIL55,ACH-000483,4.559148398564118,0,0.9891254976400424,-1.7898080132190302,3e-4,10,uM
CIL55,ACH-000484,7.910503975083758,0,0.9469317546000658,-1.5790608040594782,3e-4,10,uM
CIL55,ACH-000486,0.006605417176539999,0.9587666808593648,1.0099999992466533,-25.598025908251607,3e-4,10,uM
CIL55,ACH-000489,5.471250492742536,0.3084680514018257,1.0093438608717693,-16.720576100059418,3e-4,10,uM
CIL55,ACH-000495,10.359474133707922,0.012425204231044342,1.009999996785161,-8.925287447353757,3e-4,10,uM
CIL55,ACH-000500,0.0023084454060946363,0.9513451043350863,0.9944726113460804,-11.689374988416748,3e-4,10,uM
CIL55,ACH-000501,46.56784862367832,0,1.01,-0.8106313693454563,3e-4,10,uM
CIL55,ACH-000502,11.051717499383365,0,1.01,-1.7855716147140517,3e-4,5,uM
CIL55,ACH-000505,0.3821707712716814,0.883400764120557,1.0099999957020764,-21.05141857013488,3e-4,10,uM
CIL55,ACH-000507,9.046122012783982,0,0.9500775689669192,-5.243601592041686,3e-4,10,uM
CIL55,ACH-000510,51.01506115554312,0.0012076205941176795,0.9900002996637788,-0.620114701785953,3e-4,10,uM
CIL55,ACH-000513,0.07666960048901465,0.9318837520376304,0.990001221121476,-0.47078027381165377,3e-4,10,uM
CIL55,ACH-000517,3.1106122635825995,1.01,1.01,-0.006757958859121363,3e-4,10,uM
CIL55,ACH-000521,174.23575885142733,0,0.988333851755178,-0.4610166929431631,3e-4,10,uM
CIL55,ACH-000522,14.277079975288569,0.0017836226541784212,0.9781383225742776,-7.072127309654471,3e-4,10,uM
CIL55,ACH-000523,7.271247811569119,0,1.01,-4.155868561034552,3e-4,10,uM
CIL55,ACH-000524,0.006607074121875545,0.9236877604590324,1.0024773848968294,-25.803123451657413,3e-4,10,uM
